# Simulated random data file for batch processing
# timestamp: 2020-04-08 12:17:14
# AAR
# -----------------------

"var_x","var_y"
0.552817739080638,0.992412903346121
0.217699309810996,0.761900591896847
0.0135840028524399,NA
0.109907228965312,0.652308312244713
0.183105144416913,0.242443420924246
0.760819643735886,0.243678808910772
0.102475450607017,0.138572357129306
0.116248726379126,0.43194563454017
0.433547784108669,0.0920159996021539
0.921766731888056,0.28786463290453
0.904588050674647,0.341276537394151
0.912332061678171,0.386403108946979
0.745168345049024,NA
0.136711175786331,0.194240008946508
0.539838576456532,0.743781513301656
0.664583354024217,0.410904033109546
0.153645311482251,0.968977784505114
0.244224913651124,0.137357611209154
0.565662929322571,0.594862066674978
0.0346208321861923,0.173757079290226
0.310808300739154,0.238253024639562
0.00530069484375417,0.153544362168759
0.548900472931564,0.00361010595224798
0.541984599549323,0.0258246345911175
0.583802578272298,0.723077568691224
0.933761432301253,0.917138654971495
0.987724890466779,0.680347732966766
0.390639136079699,0.495023058494553
0.353737762430683,0.676832500379533
0.789281833916903,0.212303685490042
NA,0.899633139371872
0.267709461273625,0.357390977442265
0.97156884172,0.918537717778236
0.601855504559353,NA
0.071206406224519,0.78918546019122
0.382040796801448,NA
0.707500949269161,0.00553342932835221
0.770851180655882,0.308078055270016
0.120380302891135,0.507931118598208
0.405871931230649,0.891301308758557
0.264682421693578,0.570851617958397
0.869553339201957,0.712109602522105
0.82240891456604,0.0489181284792721
0.212819936685264,0.992606416344643
0.473478843225166,NA
0.250960389152169,0.363829746609554
0.0755894011817873,0.246350953355432
NA,0.426449783844873
0.760808085789904,0.199928282061592
0.811313221231103,0.960183097980917
NA,0.96881477185525
0.258962301537395,0.0285206362605095
NA,0.536306307185441
0.300625910749659,0.876638380577788
0.934467195067555,0.57625626726076
0.209710485767573,0.257408645469695
0.653700419934466,0.183480191510171
0.829910692526028,0.276364835677668
0.894666250329465,0.204464037436992
0.138628302374855,0.705111542949453
0.204005316598341,0.0304813939146698
0.625026730587706,0.313103218562901
0.945948991924524,0.0579284492414445
0.604946199804544,NA
0.778656804468483,0.975422169780359
NA,0.885415001306683
0.526060365373269,0.751401570858434
0.28645279025659,0.717343744589016
0.603276015492156,0.545253993943334
0.123156797373667,0.587189063895494
NA,0.453177152900025
0.155136692803353,0.1956637352705
0.812907235696912,NA
0.3543294405099,0.0463411910459399
0.459630301222205,0.235838723834604
0.458245140733197,0.5017015254125
0.0612144090700895,0.0862485761754215
NA,0.661825446411967
