# Simulated random data file for batch processing
# timestamp: 2020-04-08 16:53:08
# AAR
# -----------------------

"var_x","var_y"
0.564563155639917,0.393132001161575
0.973048913292587,0.0946911766659468
0.920485033886507,0.484177850419655
0.812859354773536,0.888267032802105
0.152345170034096,0.614976527867839
0.526363980956376,0.379604884656146
0.410108617274091,0.528224025852978
0.0926547551061958,0.955105434404686
0.23193663964048,0.65020897355862
0.500204326584935,0.111568271182477
0.853133760159835,0.827935251174495
0.940385280409828,0.930258026346564
0.802243619225919,0.858913777396083
0.238733794307336,0.241369993425906
0.0747838267125189,0.829724446404725
0.483756533591077,0.304402005160227
0.151594084920362,0.872372171841562
0.806952805491164,0.625680244527757
0.58411279018037,0.0740594814997166
0.337820827262476,0.583467565011233
0.83759342529811,0.643295663408935
0.132686041062698,0.241729211062193
0.740562121616676,0.42511953599751
0.802815642673522,0.951526943361387
0.146130854729563,0.568398095900193
0.287373231723905,0.885755081195384
0.500576164573431,0.0764751799870282
0.878045924007893,0.850006235763431
0.755403246032074,0.832043209578842
0.922647893428802,0.476947128074244
0.804682666668668,NA
0.334430960007012,0.64042130834423
0.978199917357415,0.436692220624536
0.486004289006814,0.0240553992334753
0.545937710441649,0.993548990227282
0.710165712749586,0.951902547851205
0.554719067644328,0.961687576957047
0.419106978690252,0.359108445234597
0.954475532053038,0.0743865824770182
0.601916076615453,0.909092429559678
0.279450545320287,0.0842080696020275
0.0265529255848378,0.00380747742019594
0.679494460113347,0.428248843178153
0.11289444565773,0.263290464645252
0.0185837785247713,0.406855934299529
0.268841967452317,NA
0.904482319019735,0.379198704147711
0.647583350772038,0.706158069428056
0.848406631499529,0.0201295006554574
0.799627188360319,0.0631375540979207
0.784875876735896,0.745408126618713
0.582225709687918,0.163332195952535
0.770252031041309,0.813281615963206
0.0772656030021608,0.143678827909753
0.720536021282896,0.653832738287747
0.791958216112107,0.16863435972482
0.707908961456269,0.956496900878847
0.276716634398326,0.435125441290438
0.329777478938922,0.765710679348558
0.109071328071877,0.751801603706554
0.314920502481982,0.743992314906791
0.2128473254852,0.0774852191098034
0.911160875111818,0.0628784957807511
0.000420370372012258,0.873505007708445
0.715430566109717,0.112736365990713
0.217570119537413,0.713134298333898
0.76534306560643,0.385009970283136
0.238049768144265,0.35479454533197
0.949542115442455,0.710354283452034
0.882246253313497,0.135514404857531
0.0556454241741449,0.448961786227301
0.221521348459646,0.773689194116741
NA,0.447617209516466
0.186317032435909,0.123178995912895
0.816678923321888,0.780938383191824
0.331362323835492,0.279520552139729
0.320914253592491,0.606262943707407
NA,0.0554669466800988
0.907410435844213,0.590731913922355
0.931136375060305,0.923633168451488
0.0802337042987347,0.420208733296022
0.948236319003627,0.598407418234274
0.951492297230288,0.254252716200426
0.389724443666637,0.192431080387905
0.288866645889357,0.0491793109104037
0.872894016792998,0.994172107195482
0.734458620660007,0.15516730863601
0.0948333679698408,0.168928707716987
0.212446198100224,0.752093654125929
