# Simulated random data file for batch processing
# timestamp: 2020-04-08 16:53:08
# AAR
# -----------------------

"var_x","var_y"
0.487455538241193,0.797968562459573
0.164137341547757,NA
0.344457023078576,0.770131766796112
NA,0.783579906215891
0.194231014931574,0.910406564828008
0.944610623642802,0.158516884082928
0.671180782606825,0.280763153219596
0.443893543910235,0.678359082434326
0.93897702684626,0.386873526265845
0.79570224089548,0.437246330315247
0.606204737909138,0.89656359096989
0.952443927526474,0.478573337197304
NA,0.400113956537098
0.589693731162697,0.132499505765736
0.97191370325163,0.604524603579193
NA,0.883627665927634
0.848247581860051,0.69593509985134
0.0102144763804972,0.2987070241943
0.390370584558696,0.657700569136068
0.458716230001301,0.938269340898842
0.837931197369471,0.20317990379408
0.861000702017918,0.748508085263893
0.420217046281323,0.252194516826421
0.315990733914077,0.413427237421274
0.965078006498516,NA
0.397737538442016,NA
0.971068686572835,0.391427890164778
0.931291266111657,0.43999059451744
0.250440502539277,0.922523744869977
0.0588735495693982,0.379285148112103
0.0924625115003437,0.685448505915701
0.296483041252941,0.876054017571732
0.7064040126279,0.807272184640169
0.84266692167148,0.0758276064880192
0.429874018533155,0.636763428337872
0.065176046686247,0.484035263303667
0.284115446032956,0.661434253212065
0.997402462176979,0.0748464581556618
0.390701733995229,0.768287354614586
0.722296762512997,0.261787683237344
0.534883435815573,0.426050224108621
0.333018151344731,0.933101712493226
0.738331291126087,0.929251318564638
0.699645153712481,0.289836370153353
0.607520585879683,0.764266869984567
0.289158228086308,0.676295909797773
0.145257578697056,0.965634429361671
NA,0.154861582675949
0.693025678163394,0.00397026468999684
0.740596636664122,0.251584187848493
0.0607293946668506,0.762882685754448
0.744541488820687,0.946948668453842
0.940614445134997,0.594140455359593
0.457922803703696,0.433965747710317
0.722024811897427,0.912042669951916
0.421369121177122,0.994786537718028
0.777803332777694,0.683131786761805
0.105215826304629,0.609184668166563
0.277638692641631,0.783490848029032
0.535155062796548,0.139575804118067
0.550560804549605,0.119787032948807
0.699527360964566,0.125319947255775
0.0930632932577282,0.00548339355736971
0.697055486263707,0.18568360619247
0.940478929085657,0.882011764682829
0.213540306547657,0.286308018723503
0.764445353066549,0.944973409641534
0.526155551197007,0.440203207544982
0.761069291969761,0.0116849145852029
0.889700979460031,0.744937216863036
0.782786315307021,NA
0.626730200368911,0.947452607564628
