# Simulated random data file for batch processing
# timestamp: 2020-04-08 16:53:08
# AAR
# -----------------------

"var_x","var_y"
0.650887773372233,0.393851540982723
0.407280550105497,0.626965766306967
NA,0.299245383124799
0.198623112635687,0.111812754068524
0.0589600298553705,0.963474028045312
0.152375636156648,NA
0.373591061215848,0.0648489906452596
0.443662382196635,0.555730589665473
0.524354171939194,0.600303993793204
0.922481509158388,0.981636333744973
NA,0.0533413493540138
0.307980943704024,0.785173637559637
0.979999538511038,NA
0.126414788421243,0.551274329889566
0.0165550971869379,0.797707263380289
0.0799246474634856,0.375349189387634
0.650727982632816,0.599806762766093
0.514337298227474,0.645971483318135
0.431387114571407,0.21429400308989
NA,0.59607209940441
0.795300226425752,NA
0.0943808481097221,0.506892503239214
0.66429970273748,0.810391769744456
0.176107016624883,0.803843106376007
