# Simulated random data file for batch processing
# timestamp: 2020-04-08 12:17:15
# AAR
# -----------------------

"var_x","var_y"
0.467052521416917,0.788605561479926
0.550577979302034,0.851514422800392
0.653961452422664,0.369329093955457
0.209427513647825,0.277045277412981
0.216611667536199,0.403888984117657
0.876155526610091,NA
0.350986206438392,0.203196067828685
0.671830516075715,0.64233710966073
0.418546745087951,0.475285964086652
0.702298373915255,0.984087583376095
0.0593431864399463,0.922859420068562
0.290957651101053,0.319773488212377
0.327456348808482,0.280536954291165
0.359899463830516,0.0792515017092228
0.454789430368692,0.749363622860983
0.0417344684246927,0.438694609794766
0.0125238550826907,0.643963639158756
0.67270714440383,0.960034518269822
0.959575982065871,0.466669144807383
0.07523088529706,0.988890402251855
0.28796927514486,0.231722995406017
NA,0.825423976872116
0.948964400682598,0.789192547090352
0.194597965106368,0.857990283984691
0.314024040475488,0.0902795048896223
0.81613706657663,0.072006817208603
0.359333158703521,0.501912998734042
0.59315286250785,0.994893331779167
0.150681022088975,0.500684420345351
NA,0.946722282329574
0.66464000986889,0.205540257273242
NA,0.042535274522379
0.783801103010774,0.887870876351371
0.51035812497139,0.171657922444865
0.901587957283482,0.690473894122988
0.434911915333942,0.608194278553128
0.316100610187277,0.28380816616118
0.910828010179102,0.115862525999546
0.18748398614116,0.99885781458579
0.641186047811061,0.584970667259768
0.992230209521949,0.345111699076369
0.0736706354655325,0.583673027576879
0.169549071462825,0.999141519423574
0.250639350619167,0.014152851421386
0.699434138601646,0.433053432730958
0.608671871712431,0.640175929293036
0.00279431766830385,0.821965959854424
0.208656035363674,0.93950072163716
0.0932277210522443,0.626471596304327
0.355325792916119,0.201890358002856
0.903006245847791,0.74309745663777
0.795232410077006,0.128389107994735
0.819626481505111,0.288005757145584
0.742121852235869,0.738289007451385
0.0504627311602235,NA
0.88767451304011,0.870088452706113
0.836342182941735,0.282722529256716
0.775739484000951,0.199268597643822
0.0972059071063995,0.926649522734806
0.848071813350543,0.126181975705549
0.764320353744552,0.78050898690708
0.185560272540897,0.450920764822513
0.396246227435768,0.0432336262892932
0.783661671448499,0.21963560837321
0.863749898504466,0.993781517725438
0.00386468763463199,NA
0.784106191014871,0.012566645629704
0.118969770614058,0.692362258443609
0.062728641089052,0.061681438004598
0.101867414545268,0.588413960300386
0.220465938327834,0.684535666136071
