ID,Temp,Rh,DewPt
1,28.22568359,76.98828811,23.83447517
2,28.39728516,74.65602531,23.4884546
3,28.22568359,76.52346934,23.7336102
4,28.56888672,77.7997553,24.34212285
5,28.48308594,75.50383032,23.75913428
6,28.61178711,75.47464034,23.87702113
7,28.78338867,75.50383032,24.04923901
8,28.86918945,75.0364077,24.02845725
9,28.31148438,76.40713701,23.79129939
10,27.92538086,76.87216,23.51853495
11,27.83958008,78.14676111,23.70890894
12,27.62507813,76.8140768,23.21519788
13,27.19607422,77.24938968,22.89323795
14,26.8099707,80.3051368,23.16057931
15,26.55256836,81.16346125,23.08591561
16,26.63836914,79.90360256,22.91050158
17,26.85287109,79.96100289,23.13116651
18,26.63836914,81.24913574,23.1870798
19,26.29516602,80.3051368,22.65921544
20,25.95196289,82.41714216,22.75323377
21,25.69456055,83.69292584,22.75530071
22,25.39425781,85.888977,22.88902501
23,25.22265625,86.42097203,22.82250558
24,25.0081543,87.62070718,22.83940041
25,24.92235352,88.48197245,22.91663778
26,24.75075195,88.86992579,22.81973468
27,24.66495117,89.75432771,22.89879548
28,24.49334961,89.69914832,22.71911075
29,24.40754883,90.11268262,22.71031538
30,24.40754883,90.66294484,22.81092094
31,24.36464844,90.55299451,22.74843193
32,24.36464844,90.66294484,22.76848513
33,24.36464844,90.55299451,22.74843193
34,24.36464844,90.11268262,22.66791235
35,24.32174805,90.55299451,22.70600257
36,24.36464844,91.10223561,22.84839354
37,24.23594727,90.63546205,22.63617165
38,24.23594727,90.52549895,22.61613041
39,24.23594727,91.07480387,22.7160323
40,24.23594727,91.40377415,22.77561041
41,24.19304688,91.81434082,22.8071998
42,24.23594727,91.40377415,22.77561041
43,24.23594727,91.40377415,22.77561041
44,24.27884766,91.5133288,22.8378961
45,24.23594727,91.5133288,22.79540974
46,24.15014648,91.81434082,22.76469556
47,24.0643457,91.896368,22.69443608
48,24.0643457,91.896368,22.69443608
49,24.0643457,92.22418952,22.75326675
50,24.0643457,92.6605701,22.83129673
51,23.97854492,92.74230051,22.76075788
52,23.89274414,93.1505218,22.7481942
53,23.80694336,93.44942776,22.71594347
54,23.80694336,93.55802511,22.73513166
55,23.84984375,93.47658189,22.76334485
56,23.84984375,93.47658189,22.76334485
57,23.89274414,93.58516647,22.8251401
58,23.97854492,93.93771376,22.9725796
59,23.93564453,93.61230464,22.87254345
60,23.93564453,93.50373282,22.85335066
61,24.02144531,93.09613378,22.86628205
62,24.0643457,93.53088056,22.98596523
63,24.02144531,93.09613378,22.86628205
64,24.02144531,92.7695376,22.80817102
65,24.02144531,93.20489706,22.88559472
66,23.97854492,92.74230051,22.76075788
67,23.80694336,93.04173299,22.6437332
68,23.50664063,93.50373282,22.42731675
69,23.33503906,94.20853702,22.38057988
70,23.20633789,95.0190922,22.39374765
71,23.07763672,95.88051892,22.4143377
72,23.07763672,95.477132,22.34486792
73,22.94893555,95.477132,22.21671641
74,22.82023438,95.90738586,22.16250615
75,22.82023438,95.88051892,22.1578974
76,22.6915332,95.79989898,22.01585408
77,22.51993164,96.17587969,21.90920315
78,22.47703125,96.60480609,21.9395004
79,22.43413086,97.00618268,21.96480267
80,22.47703125,97.86005311,22.15167679
81,22.60573242,98.33891928,22.36062707
82,22.51993164,97.51356234,22.13617941
83,22.43413086,97.91331152,22.11777239
84,22.39123047,97.86005311,22.06597451
85,22.30542969,98.25918005,22.04715086
