ID,Temp,RH,DewPt
1,23.29213867,90.82777461,21.73734013
2,23.20633789,88.03783136,21.14224969
3,23.50664063,87.37008805,21.31372787
4,23.50664063,89.89222034,21.77965021
5,23.42083984,94.66820423,22.54614872
6,23.33503906,93.77506664,22.30461098
7,23.12053711,93.28643601,22.00564854
8,22.90603516,92.3606462,21.62919178
9,22.99183594,92.38792797,21.71911001
10,23.07763672,90.69042445,21.50033003
11,22.94893555,91.5133288,21.52078186
12,22.90603516,91.18451169,21.41940504
13,22.90603516,88.98065473,21.01985552
14,22.90603516,91.62283239,21.49786304
15,22.94893555,91.62283239,21.54035828
16,22.90603516,89.42305991,21.10075006
17,22.6915332,89.80949434,20.95918231
18,22.2625293,93.06893498,21.11570676
19,21.74772461,93.91061389,20.75114782
20,21.19001953,94.6141736,20.31794646
21,20.80391602,96.17587969,20.19889205
22,20.67521484,97.80678194,20.34307943
23,20.63231445,97.86005311,20.30905989
24,20.58941406,98.25918005,20.33220651
25,20.58941406,98.68412408,20.40221707
26,20.63231445,99.0287896,20.50172425
27,20.63231445,99.05528,20.50606806
28,20.63231445,99.0817672,20.51041033
29,20.67521484,99.05528,20.54898551
30,20.67521484,99.05528,20.54898551
31,20.71811523,99.13473204,20.60493383
32,20.71811523,99.10825122,20.60059174
33,20.71811523,99.0817672,20.59624812
34,20.76101563,99.10825122,20.64351207
35,20.84681641,99.5844178,20.80735353
36,20.8897168,99.18768411,20.78531195
37,20.76101563,98.71065596,20.57817405
38,20.67521484,98.65758901,20.48364457
39,20.63231445,99.0287896,20.50172425
40,20.58941406,99.0287896,20.45880823
41,20.58941406,99.45225301,20.52810207
42,20.58941406,99.45225301,20.52810207
43,20.63231445,98.68412408,20.44511427
44,20.71811523,98.65758901,20.52654029
45,20.67521484,98.23259392,20.41356252
46,20.71811523,97.4068413,20.31946093
47,20.97551758,93.28643601,19.87598538
48,21.23291992,94.53310372,20.34671117
49,21.19001953,93.2320799,20.07952366
50,21.27582031,93.36794625,20.18829646
51,21.23291992,93.25925955,20.126835
52,21.3187207,91.65020031,19.93031272
53,21.49032227,92.44248192,20.23974052
54,21.57612305,92.03301614,20.25285519
55,21.44742188,90.71790086,19.8924397
56,21.44742188,91.15708952,19.97052756
57,21.57612305,89.8646482,19.86696512
58,21.57612305,89.00832898,19.71232561
59,21.49032227,89.97491763,19.80198238
60,21.36162109,89.83707286,19.65004026
61,21.23291992,88.92529664,19.35854988
62,21.23291992,89.03600005,19.378578
63,21.3187207,88.95297728,19.44824177
64,21.27582031,88.59288008,19.34059828
65,21.19001953,92.0603362,19.87495481
66,21.01841797,92.0056929,19.69527623
67,20.76101563,92.68781676,19.55918041
68,20.46071289,91.01993082,18.96951097
69,20.63231445,91.04736894,19.14421248
70,20.67521484,91.48594492,19.2639507
71,20.67521484,93.20489706,19.56372086
72,20.63231445,94.04608136,19.66601892
73,20.84681641,91.8690288,19.50123518
74,21.23291992,89.78191262,19.51296115
75,21.36162109,90.69042445,19.80265641
76,21.3187207,88.62059901,19.38795435
77,21.27582031,90.77284412,19.73243301
78,21.19001953,91.95103683,19.85575687
79,21.14711914,92.7967715,19.9612228
80,21.06131836,92.03301614,19.74259097
81,20.71811523,93.2320799,19.61101446
82,20.50361328,93.50373282,19.44490977
83,20.50361328,94.34382899,19.58906563
84,20.58941406,91.896368,19.25093923
85,20.67521484,91.40377415,19.24949781
86,20.76101563,91.5133288,19.35375052
87,20.76101563,91.84168641,19.41141478
88,20.67521484,91.92370401,19.34075662
89,20.4178125,92.6060672,19.20450472
90,20.24621094,90.965045,18.74752285
91,20.20331055,92.6605701,19.00116501
92,20.33201172,92.27878177,19.0625202
93,20.16041016,93.93771376,19.1784562
94,20.03170898,95.18085861,19.26184737
95,19.90300781,95.15390552,19.12918585
96,19.90300781,92.90567518,18.74555612
