# Summary stats for batch processing of regression models
timestamp: 2020-04-08 16:53:10
"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",-0.00537000228008046,0.968561116001401,2.37148217052133e-05
2,"ranFile002.csv",-0.0392051748450495,0.735951775440758,0.00190930978759463
3,"ranFile003.csv",0.049578476113913,0.664041311330464,0.00292046372368512
4,"ranFile004.csv",0.00850800301055415,0.947168119253334,8.05592059279821e-05
5,"ranFile005.csv",-0.141568178362763,0.241372024983758,0.0177814511607873
6,"ranFile006.csv",-0.0624627017212449,0.566533232230419,0.00370511761953459
7,"ranFile007.csv",0.142296640627663,0.232096231389638,0.0175818404086989
8,"ranFile008.csv",-0.153822671534773,0.125592033412087,0.0290792275288558
9,"ranFile009.csv",-0.246487149384593,0.214980354560442,0.107542333957135
10,"ranFile010.csv",-0.015880958168527,0.905568901770794,0.000323442437655798
11,"ranFile011.csv",0.66575454271582,0.0126406258826748,0.445797288058256
12,"ranFile012.csv",-0.115304666407673,0.301770631522451,0.0122518308911885
13,"ranFile013.csv",0.256018361601974,0.0583368318942808,0.0625310978670783
14,"ranFile014.csv",0.0185015873323008,0.866156015910125,0.000361797021505595
15,"ranFile015.csv",-0.100588920159038,0.647385793397617,0.0101503516876897
16,"ranFile016.csv",0.183693851822186,0.350734675090773,0.0349093159101074
17,"ranFile017.csv",0.0749308945801332,0.559248485191737,0.0056204125864283
18,"ranFile018.csv",-0.0578829783359521,0.654897036868826,0.00365884645557356
19,"ranFile019.csv",-0.325628298464725,0.179928561948102,0.0975916894421863
20,"ranFile020.csv",-0.146027804579123,0.495619210769024,0.0235204326174906
21,"ranFile021.csv",0.166746626430185,0.196960600791894,0.0262834020994947
22,"ranFile022.csv",-0.0852939100639019,0.56732327988103,0.00824814365172544
23,"ranFile023.csv",0.146551935002415,0.329415474369544,0.0206867401995051
24,"ranFile024.csv",-0.0709131610600847,0.482688377857965,0.00574685540731412
25,"ranFile025.csv",0.130419412711235,0.620325295082794,0.0156995153972228
26,"ranFile026.csv",-0.19603895257238,0.22706544627687,0.0516645321195743
27,"ranFile027.csv",0.067874957818263,0.710606676654831,0.00356918935118587
28,"ranFile028.csv",-0.082113071981591,0.53862637800037,0.00520134221844551
29,"ranFile029.csv",0.0483831735978523,0.698397682874018,0.00188678367920485
